#
#"Wp"	"SZmax(1),Zmax(1)_0D_yAtX_1"
#---------------------------------
0.0000000000000	-0.0016116262194021
0.0000000000000	-0.0016116262194021
0.10000000000000	-0.0015997795498042
1.0750000000000	-0.0016237219086165
2.0500000000000	-0.0017155368900106
3.0250000000000	-0.0019600319063197
4.0000000000000	-0.0026334036301003
4.1000000000000	-0.0027451168722372
4.5750000000000	-0.0036688028459378
5.0500000000000	-0.0052654538028687
5.5250000000000	-0.0084062090150468
6.0000000000000	-0.015261074438787
6.1000000000000	-0.017858834328135
6.2322222222222	-0.022357006266586
6.3644444444444	-0.028616826073922
6.4966666666667	-0.038324479954648
6.6288888888889	-0.053504911564570
6.7611111111111	-0.084887112084056
6.8933333333333	-0.13378166043468
7.0255555555556	-0.22770051883774
7.1577777777778	-0.42058539561964
7.2900000000000	-0.90883372971987
7.2953241379310	-0.93252399902475
7.3000000000000	-0.95913910363289
7.3006482758621	-0.93375670646687
7.3059724137931	-0.97987275142184
7.3112965517241	-1.0243042992718
7.3166206896552	-1.0403342901332
7.3219448275862	-1.0687514841411
7.3272689655172	-1.1136083811171
7.3325931034483	-1.1365209175072
7.3379172413793	-1.1539158435239
7.3432413793103	-1.2183508389915
7.3485655172414	-1.2506219790009
7.3538896551724	-1.2573077336008
7.3592137931034	-1.3205932106895
7.3645379310345	-1.3458256764453
7.3698620689655	-1.3779910600460
7.3751862068966	-1.4034259124714
7.3805103448276	-1.4230558921738
7.3858344827586	-1.4468084531578
7.3911586206897	-1.5020868762134
7.3964827586207	-1.5249102731181
7.4018068965517	-1.5458359144095
7.4071310344828	-1.5830461427093
7.4124551724138	-1.5813286639167
7.4177793103448	-1.6190037264047
7.4231034482759	-1.6125031419383
7.4284275862069	-1.6422325444536
7.4337517241379	-1.6502092159575
7.4390758620690	-1.6663213079743
7.4444000000000	-1.6634053642755
7.4444444444444	-1.6622805392676
7.5888888888889	-1.0748528753788
7.7333333333333	-0.51011748559023
7.8777777777778	-0.28188833570665
8.0222222222222	-0.17706537506896
8.1666666666667	-0.12133648347610
8.3111111111111	-0.090378654084459
8.4555555555556	-0.070217360651761
8.6000000000000	-0.056829454545724
8.6100000000000	-0.055797012849545
9.3200000000000	-0.027632442353839
10.030000000000	-0.017831446325842
10.740000000000	-0.013578415457626
11.450000000000	-0.011293271929014
12.160000000000	-0.0098048845669137
12.870000000000	-0.0088012486770772
13.580000000000	-0.0081558909962044
14.290000000000	-0.0074710639940728
15.000000000000	-0.0012070832223608
