Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees),Phase Shift (degrees)
27.649424147805803,-138.31287148550473,62.55118277374868,-89.29753071421419,126.59238236587817,-9.34888125780526,-136.7252604104201,104.81167468570038,-4.4504409293690514,-104.29656416166245,165.40637682395345,84.70343583833755,13.549559070631403,-48.18832531429962,-100.72526041042056,-144.34888125780526,-179.40761763412138,153.70246928578626,134.55118277374913,122.68712851449573,117.64942414780535
-52.81287148550382,139.28107388458739,-21.718973413635922,-175.32203886851312,38.95537396169448,-98.42355332532406,132.9696468292118,13.513513483047063,-96.47834322439348,163.22919652898554,72.78190864140879,-7.770803471014915,-78.47834322439303,-139.48648651695294,168.96964682921225,126.57644667467594,92.95537396169493,67.67796113148643,50.28102658636408,40.28107388458784,37.187128514495726
-126.44881722625087,63.78102658636408,-99.01274790093066,105.6905316539569,-41.59362317604655,179.63118027936753,49.82631781453574,-70.59886882510273,178.69596737606662,77.96670998986565,-12.627683749458356,-93.0332900101348,-163.30403262393338,136.40113117489773,85.82631781453529,44.63118027936753,12.406376823953451,-11.309468346043559,-27.012747900930208,-35.21897341363592,-36.44881722625132
167.20246928578672,-4.322038868513573,-168.8094683460431,34.289518395502455,-114.47834322439348,105.41603717447606,-25.533290010134806,-146.88617362179593,101.72463966145278,0.5760275885163537,-90.15968198894916,-170.42397241148365,119.72463966145233,60.11382637820452,10.466709989865194,-29.58396282552394,-60.47834322439303,-82.71048160449709,-96.8094683460431,-103.32203886851312,-102.79753071421328
108.59238236587817,-64.54462603830552,129.406376823953,-28.978343224393484,-179.1224234847855,39.53453695778353,-92.48186603615113,145.29847587360518,33.26913340029387,-68.27238661185902,-159.14057694999656,120.72761338814098,51.26913340029387,-7.7015241263948155,-56.48186603615068,-95.46546304221602,-125.12242348478503,-145.97834322439303,-158.59362317604655,-163.54462603830507,-161.40761763412183
58.15111874219474,-116.42355332532406,76.13118027936753,-83.58396282552394,125.03453695778308,-17.423972411483646,-150.40450575416753,86.59114237879476,-26.0186359201075,-127.91679297270002,141.09469955505347,61.08320702729998,-8.018635920107954,-66.40885762120524,-114.40450575416753,-152.42397241148365,179.03453695778353,159.41603717447697,148.13118027936753,144.57644667467548,148.15111874219474
16.274739589579895,-159.53035317078775,31.826317814535287,-129.0332900101348,78.51813396384887,-64.90450575416799,161.2799039743918,37.59469955505347,-75.51941339982523,-177.72775159931052,91.17904403355669,11.272248400689477,-57.519413399825225,-115.40530044494653,-162.72009602560865,160.09549424583201,132.51813396384932,113.96670998986565,103.82631781453529,101.46964682921225,106.2747395895799
-16.688325314299163,166.51351348304706,-3.0988688251022722,-164.88617362179548,41.79847587360473,-102.40885762120524,123.09469955505301,-1.1464769219232949,-114.67291961865385,142.8649334155225,51.686022826270346,-28.135066584477954,-96.67291961865385,-154.1464769219233,159.09469955505347,122.59114237879476,95.79847587360518,78.11382637820498,68.90113117489773,67.51351348304752,73.31167468570084
-40.45044092936905,142.02165677560697,-28.304032623933836,169.22463966145233,15.269133400293867,-129.51863592010795,95.48058660017477,-29.17291961865385,-143.00545596838856,114.34385555490644,23.10125634037604,-56.656144445093105,-125.00545596838901,177.82708038134615,131.48058660017477,95.48136407989205,69.26913340029432,52.22463966145233,43.695967376067074,43.021656775607426,49.5495590706314
-54.796564161662445,127.22919652898509,-43.533290010134806,153.5760275885168,-0.7723866118594742,-145.91679297270002,78.77224840068948,-46.135066584477954,-160.1561444450931,97.07697888094981,5.795122332767733,-73.92302111904974,-142.15614444509356,160.8649334155225,114.77224840068948,79.08320702729998,53.22761338814098,36.576027588516354,28.46670998986565,28.229196528985995,35.203435838337555
-59.593623176046094,122.28190864140879,-48.627683749458356,148.34031801105084,-6.140576949996557,-151.40530044494653,73.17904403355715,-51.813977173729654,-165.89874365962396,91.29512233276773,0.0,-79.70487766723227,-147.8987436596235,155.18602282627035,109.17904403355669,73.59469955505347,47.85942305000344,31.340318011051295,23.3723162505421,23.281908641408336,30.40637682395345
-54.796564161662445,127.22919652898509,-43.533290010134806,153.5760275885168,-0.7723866118594742,-145.91679297270002,78.77224840068948,-46.135066584477954,-160.1561444450931,97.07697888094981,5.795122332767733,-73.92302111904974,-142.15614444509356,160.8649334155225,114.77224840068948,79.08320702729998,53.22761338814098,36.576027588516354,28.46670998986565,28.229196528985995,35.203435838337555
-40.45044092936905,142.02165677560697,-28.304032623933836,169.22463966145233,15.269133400293867,-129.51863592010795,95.48058660017477,-29.17291961865385,-143.00545596838856,114.34385555490644,23.10125634037604,-56.656144445093105,-125.00545596838901,177.82708038134615,131.48058660017477,95.48136407989205,69.26913340029432,52.22463966145233,43.695967376067074,43.021656775607426,49.5495590706314
-16.688325314299163,166.51351348304706,-3.0988688251022722,-164.88617362179548,41.79847587360473,-102.40885762120524,123.09469955505301,-1.1464769219232949,-114.67291961865385,142.8649334155225,51.686022826270346,-28.135066584477954,-96.67291961865385,-154.1464769219233,159.09469955505347,122.59114237879476,95.79847587360518,78.11382637820498,68.90113117489773,67.51351348304752,73.31167468570084
16.274739589579895,-159.53035317078775,31.826317814535287,-129.0332900101348,78.51813396384887,-64.90450575416799,161.2799039743918,37.59469955505347,-75.51941339982523,-177.72775159931052,91.17904403355669,11.272248400689477,-57.519413399825225,-115.40530044494653,-162.72009602560865,160.09549424583201,132.51813396384932,113.96670998986565,103.82631781453529,101.46964682921225,106.2747395895799
58.15111874219474,-116.42355332532406,76.13118027936753,-83.58396282552394,125.03453695778308,-17.423972411483646,-150.40450575416753,86.59114237879476,-26.0186359201075,-127.91679297270002,141.09469955505347,61.08320702729998,-8.018635920107954,-66.40885762120524,-114.40450575416753,-152.42397241148365,179.03453695778353,159.41603717447697,148.13118027936753,144.57644667467548,148.15111874219474
108.59238236587817,-64.54462603830552,129.406376823953,-28.978343224393484,-179.1224234847855,39.53453695778353,-92.48186603615113,145.29847587360518,33.26913340029387,-68.27238661185902,-159.14057694999656,120.72761338814098,51.26913340029387,-7.7015241263948155,-56.48186603615068,-95.46546304221602,-125.12242348478503,-145.97834322439303,-158.59362317604655,-163.54462603830507,-161.40761763412183
167.20246928578672,-4.322038868513573,-168.8094683460431,34.289518395502455,-114.47834322439348,105.41603717447606,-25.533290010134806,-146.88617362179593,101.72463966145278,0.5760275885163537,-90.15968198894916,-170.42397241148365,119.72463966145233,60.11382637820452,10.466709989865194,-29.58396282552394,-60.47834322439303,-82.71048160449709,-96.8094683460431,-103.32203886851312,-102.79753071421328
-126.44881722625087,63.78102658636408,-99.01274790093066,105.6905316539569,-41.59362317604655,179.63118027936753,49.82631781453574,-70.59886882510273,178.69596737606662,77.96670998986565,-12.627683749458356,-93.0332900101348,-163.30403262393338,136.40113117489773,85.82631781453529,44.63118027936753,12.406376823953451,-11.309468346043559,-27.012747900930208,-35.21897341363592,-36.44881722625132
-52.81287148550382,139.28107388458739,-21.718973413635922,-175.32203886851312,38.95537396169448,-98.42355332532406,132.9696468292118,13.513513483047063,-96.47834322439348,163.22919652898554,72.78190864140879,-7.770803471014915,-78.47834322439303,-139.48648651695294,168.96964682921225,126.57644667467594,92.95537396169493,67.67796113148643,50.28102658636408,40.28107388458784,37.187128514495726
