#Parameters = {tetrahedral=30; Wp=7.37499975; Ws=15; h=0.762; n=0.125; phi=0; theta=0}
#"Frequency / GHz"	"SZmax(1),Zmax(1) (5) [Phase in Degrees]"
#-----------------------------------------------------------
8.8880000000000	-10.744617687673
8.8920000000000	-10.883190539903
8.8960000000000	-11.022127566320
8.9000000000000	-11.161432027353
8.9040000000000	-11.301107222073
8.9080000000000	-11.441156488761
8.9120000000000	-11.581583205485
8.9160000000000	-11.722390790687
8.9200000000000	-11.863582703786
8.9240000000000	-12.005162445778
8.9280000000000	-12.147133559861
8.9320000000000	-12.289499632065
8.9360000000000	-12.432264291891
8.9400000000000	-12.575431212964
8.9440000000000	-12.719004113698
8.9480000000000	-12.862986757974
8.9520000000000	-13.007382955825
8.9560000000000	-13.152196564138
8.9600000000000	-13.297431487369
8.9640000000000	-13.443091678266
8.9680000000000	-13.589181138613
8.9720000000000	-13.735703919978
8.9760000000000	-13.882664124482
8.9800000000000	-14.030065905580
8.9840000000000	-14.177913468854
8.9880000000000	-14.326211072825
8.9920000000000	-14.474963029776
8.9960000000000	-14.624173706590
9.0000000000000	-14.773847525609
9.0040000000000	-14.923988965501
9.0080000000000	-15.074602562152
9.0120000000000	-15.225692909563
9.0160000000000	-15.377264660780
9.0200000000000	-15.529322528822
9.0240000000000	-15.681871287645
9.0280000000000	-15.834915773112
9.0320000000000	-15.988460883986
9.0360000000000	-16.142511582939
9.0400000000000	-16.297072897588
9.0440000000000	-16.452149921539
9.0480000000000	-16.607747815459
9.0520000000000	-16.763871808170
9.0560000000000	-16.920527197756
9.0600000000000	-17.077719352698
9.0640000000000	-17.235453713030
9.0680000000000	-17.393735791518
9.0720000000000	-17.552571174856
9.0760000000000	-17.711965524892
9.0800000000000	-17.871924579879
9.0840000000000	-18.032454155745
9.0880000000000	-18.193560147387
9.0920000000000	-18.355248530003
9.0960000000000	-18.517525360431
9.1000000000000	-18.680396778534
9.1040000000000	-18.843869008600
9.1080000000000	-19.007948360771
9.1120000000000	-19.172641232510
9.1160000000000	-19.337954110084
9.1200000000000	-19.503893570089
9.1240000000000	-19.670466280997
9.1280000000000	-19.837679004740
9.1320000000000	-20.005538598324
9.1360000000000	-20.174052015474
9.1400000000000	-20.343226308318
9.1440000000000	-20.513068629100
9.1480000000000	-20.683586231931
9.1520000000000	-20.854786474577
9.1560000000000	-21.026676820279
9.1600000000000	-21.199264839620
9.1640000000000	-21.372558212418
9.1680000000000	-21.546564729674
9.1720000000000	-21.721292295546
9.1760000000000	-21.896748929374
9.1800000000000	-22.072942767743
9.1840000000000	-22.249882066596
9.1880000000000	-22.427575203378
9.1920000000000	-22.606030679243
9.1960000000000	-22.785257121297
9.2000000000000	-22.965263284888
9.2040000000000	-23.146058055954
9.2080000000000	-23.327650453412
9.2120000000000	-23.510049631604
9.2160000000000	-23.693264882794
9.2200000000000	-23.877305639721
9.2240000000000	-24.062181478204
9.2280000000000	-24.247902119806
9.2320000000000	-24.434477434560
9.2360000000000	-24.621917443744
9.2400000000000	-24.810232322731
9.2440000000000	-24.999432403891
9.2480000000000	-25.189528179562
9.2520000000000	-25.380530305087
9.2560000000000	-25.572449601917
9.2600000000000	-25.765297060782
9.2640000000000	-25.959083844942
9.2680000000000	-26.153821293495
9.2720000000000	-26.349520924777
9.2760000000000	-26.546194439822
9.2800000000000	-26.743853725919
9.2840000000000	-26.942510860230
9.2880000000000	-27.142178113507
9.2920000000000	-27.342867953884
9.2960000000000	-27.544593050760
9.3000000000000	-27.747366278772
9.3040000000000	-27.951200721854
9.3080000000000	-28.156109677399
9.3120000000000	-28.362106660508
9.3160000000000	-28.569205408348
9.3200000000000	-28.777419884599
9.3240000000000	-28.986764284019
9.3280000000000	-29.197253037105
9.3320000000000	-29.408900814869
9.3360000000000	-29.621722533728
9.3400000000000	-29.835733360504
9.3440000000000	-30.050948717548
9.3480000000000	-30.267384287987
9.3520000000000	-30.485056021087
9.3560000000000	-30.703980137757
9.3600000000000	-30.924173136178
9.3640000000000	-31.145651797566
9.3680000000000	-31.368433192079
9.3720000000000	-31.592534684865
9.3760000000000	-31.817973942256
9.3800000000000	-32.044768938114
9.3840000000000	-32.272937960332
9.3880000000000	-32.502499617492
9.3920000000000	-32.733472845691
9.3960000000000	-32.965876915531
9.4000000000000	-33.199731439282
9.4040000000000	-33.435056378224
9.4080000000000	-33.671872050170
9.4120000000000	-33.910199137179
9.4160000000000	-34.150058693456
9.4200000000000	-34.391472153452
9.4240000000000	-34.634461340172
9.4280000000000	-34.879048473686
9.4320000000000	-35.125256179854
9.4360000000000	-35.373107499275
9.4400000000000	-35.622625896466
9.4440000000000	-35.873835269262
9.4480000000000	-36.126759958471
9.4520000000000	-36.381424757759
9.4560000000000	-36.637854923806
9.4600000000000	-36.896076186706
9.4640000000000	-37.156114760642
9.4680000000000	-37.417997354839
9.4720000000000	-37.681751184793
9.4760000000000	-37.947403983792
9.4800000000000	-38.214984014744
9.4840000000000	-38.484520082298
9.4880000000000	-38.756041545295
9.4920000000000	-39.029578329534
9.4960000000000	-39.305160940877
9.5000000000000	-39.582820478694
9.5040000000000	-39.862588649666
9.5080000000000	-40.144497781944
9.5120000000000	-40.428580839688
9.5160000000000	-40.714871437985
9.5200000000000	-41.003403858163
9.5240000000000	-41.294213063512
9.5280000000000	-41.587334715419
9.5320000000000	-41.882805189933
9.5360000000000	-42.180661594771
9.5400000000000	-42.480941786778
9.5440000000000	-42.783684389849
9.5480000000000	-43.088928813332
9.5520000000000	-43.396715270922
9.5560000000000	-43.707084800063
9.5600000000000	-44.020079281864
9.5640000000000	-44.335741461556
9.5680000000000	-44.654114969487
9.5720000000000	-44.975244342693
9.5760000000000	-45.299175047038
9.5800000000000	-45.625953499953
9.5840000000000	-45.955627093783
9.5880000000000	-46.288244219763
9.5920000000000	-46.623854292638
9.5960000000000	-46.962507775939
9.6000000000000	-47.304256207946
9.6040000000000	-47.649152228336
9.6080000000000	-47.997249605555
9.6120000000000	-48.348603264917
9.6160000000000	-48.703269317454
9.6200000000000	-49.061305089538
9.6240000000000	-49.422769153292
9.6280000000000	-49.787721357811
9.6320000000000	-50.156222861207
9.6360000000000	-50.528336163507
9.6400000000000	-50.904125140421
9.6440000000000	-51.283655077993
9.6480000000000	-51.666992708164
9.6520000000000	-52.054206245271
9.6560000000000	-52.445365423481
9.6600000000000	-52.840541535215
9.6640000000000	-53.239807470545
9.6680000000000	-53.643237757613
9.6720000000000	-54.050908604074
9.6760000000000	-54.462897939598
9.6800000000000	-54.879285459429
9.6840000000000	-55.300152669045
9.6880000000000	-55.725582929912
9.6920000000000	-56.155661506371
9.6960000000000	-56.590475613660
9.7000000000000	-57.030114467090
9.7040000000000	-57.474669332393
9.7080000000000	-57.924233577247
9.7120000000000	-58.378902724004
9.7160000000000	-58.838774503607
9.7200000000000	-59.303948910726
9.7240000000000	-59.774528260106
9.7280000000000	-60.250617244137
9.7320000000000	-60.732322991631
9.7360000000000	-61.219755127823
9.7400000000000	-61.713025835576
9.7440000000000	-62.212249917778
9.7480000000000	-62.717544860927
9.7520000000000	-63.229030899869
9.7560000000000	-63.746831083678
9.7600000000000	-64.271071342635
9.7640000000000	-64.801880556277
9.7680000000000	-65.339390622463
9.7720000000000	-65.883736527414
9.7760000000000	-66.435056416657
9.7800000000000	-66.993491666804
9.7840000000000	-67.559186958094
9.7880000000000	-68.132290347589
9.7920000000000	-68.712953342940
9.7960000000000	-69.301330976586
9.8000000000000	-69.897581880268
9.8040000000000	-70.501868359702
9.8080000000000	-71.114356469250
9.8120000000000	-71.735216086403
9.8160000000000	-72.364620985873
9.8200000000000	-73.002748913061
9.8240000000000	-73.649781656673
9.8280000000000	-74.305905120172
9.8320000000000	-74.971309391803
9.8360000000000	-75.646188812820
9.8400000000000	-76.330742043584
9.8440000000000	-77.025172127102
9.8480000000000	-77.729686549586
9.8520000000000	-78.444497297549
9.8560000000000	-79.169820910914
9.8600000000000	-79.905878531574
9.8640000000000	-80.652895946773
9.8680000000000	-81.411103626651
9.8720000000000	-82.180736755221
9.8760000000000	-82.962035253975
9.8800000000000	-83.755243797297
9.8840000000000	-84.560611818727
9.8880000000000	-85.378393507111
9.8920000000000	-86.208847791553
9.8960000000000	-87.052238314019
9.9000000000000	-87.908833388358
9.9040000000000	-88.778905944425
9.9080000000000	-89.662733455867
9.9120000000000	-90.560597850073
9.9160000000000	-91.472785398664
9.9200000000000	-92.399586586804
9.9240000000000	-93.341295959494
9.9280000000000	-94.298211942915
9.9320000000000	-95.270636638769
9.9360000000000	-96.258875589438
9.9400000000000	-97.263237511691
9.9440000000000	-98.284033996546
9.9480000000000	-99.321579172757
9.9520000000000	-100.37618933135
9.9560000000000	-101.44818250845
9.9600000000000	-102.53787802364
9.9640000000000	-103.64559597088
9.9680000000000	-104.77165665912
9.9720000000000	-105.91637999949
9.9760000000000	-107.08008483609
9.9800000000000	-108.26308821725
9.9840000000000	-109.46570460424
9.9880000000000	-110.68824501446
9.9920000000000	-111.93101609608
9.9960000000000	-113.19431913152
10.000000000000	-114.47844896697
10.004000000000	-115.78369286580
10.008000000000	-117.11032928357
10.012000000000	-118.45862656317
10.016000000000	-119.82884154869
10.020000000000	-121.22121811737
10.024000000000	-122.63598562965
10.028000000000	-124.07335729777
10.032000000000	-125.53352847461
10.036000000000	-127.01667486518
10.040000000000	-128.52295066408
10.044000000000	-130.05248662386
10.048000000000	-131.60538806012
10.052000000000	-133.18173280070
10.056000000000	-134.78156908804
10.060000000000	-136.40491344508
10.064000000000	-138.05174851707
10.068000000000	-139.72202090334
10.072000000000	-141.41563899487
10.076000000000	-143.13247083548
10.080000000000	-144.87234202616
10.084000000000	-146.63503369415
10.088000000000	-148.42028054954
10.092000000000	-150.22776905448
10.096000000000	-152.05713573072
10.100000000000	-153.90796563272
10.104000000000	-155.77979101429
10.108000000000	-157.67209021700
10.112000000000	-159.58428680862
10.116000000000	-161.51574899931
10.120000000000	-163.46578936217
10.124000000000	-165.43366488296
10.128000000000	-167.41857736167
10.132000000000	-169.41967418540
10.136000000000	-171.43604948870
10.140000000000	-173.46674571294
10.144000000000	-175.51075557182
10.148000000000	-177.56702442468
10.152000000000	-179.63445305340
10.156000000000	178.28809916689
10.160000000000	176.20181071987
10.164000000000	174.10789404509
10.168000000000	172.00759130880
10.172000000000	169.90216988285
10.176000000000	167.79291757136
10.180000000000	165.68113762982
10.184000000000	163.56814362482
10.188000000000	161.45525418628
10.192000000000	159.34378770563
10.196000000000	157.23505703494
10.200000000000	155.13036424167
10.204000000000	153.03099547283
10.208000000000	150.93821598020
10.212000000000	148.85326535500
10.216000000000	146.77735301670
10.220000000000	144.71165399562
10.224000000000	142.65730504383
10.228000000000	140.61540110296
10.232000000000	138.58699215127
10.236000000000	136.57308044647
10.240000000000	134.57461817404
10.244000000000	132.59250550515
10.248000000000	130.62758906239
10.252000000000	128.68066078610
10.256000000000	126.75245718940
10.260000000000	124.84365898573
10.264000000000	122.95489106898
10.268000000000	121.08672282355
10.272000000000	119.23966873890
10.276000000000	117.41418930209
10.280000000000	115.61069213991
10.284000000000	113.82953338248
10.288000000000	112.07101921944
10.292000000000	110.33540762071
10.296000000000	108.62291019458
10.300000000000	106.93369415658
10.304000000000	105.26788438470
10.308000000000	103.62556553731
10.312000000000	102.00678421257
10.316000000000	100.41155112944
10.320000000000	98.839843312627
10.324000000000	97.291606265417
10.328000000000	95.766756116464
10.332000000000	94.265181728219
10.336000000000	92.786746756540
10.340000000000	91.331291652611
10.344000000000	89.898635599877
10.348000000000	88.488578380093
10.352000000000	87.100902163930
10.356000000000	85.735373222726
10.360000000000	84.391743559084
10.364000000000	83.069752454919
10.368000000000	81.769127936445
10.372000000000	80.489588156254
10.376000000000	79.230842693341
10.380000000000	77.992593772403
10.384000000000	76.774537404218
10.388000000000	75.576364449259
10.392000000000	74.397761607011
10.396000000000	73.238412333680
10.400000000000	72.097997691158
10.404000000000	70.976197130242
10.408000000000	69.872689211164
10.412000000000	68.787152264569
10.416000000000	67.719264996036
10.420000000000	66.668707037281
10.424000000000	65.635159447070
10.428000000000	64.618305164881
10.432000000000	63.617829420212
10.436000000000	62.633420100396
10.440000000000	61.664768079647
10.444000000000	60.711567511975
10.448000000000	59.773516090494
10.452000000000	58.850315275529
10.456000000000	57.941670493809
10.460000000000	57.047291310918
10.464000000000	56.166891579072
10.468000000000	55.300189562148
10.472000000000	54.446908039812
10.476000000000	53.606774392446
10.480000000000	52.779520668505
10.484000000000	51.964883635812
10.488000000000	51.162604818186
10.492000000000	50.372430518749
10.496000000000	49.594111831126
10.500000000000	48.827404639669
10.504000000000	48.072069609789
10.508000000000	47.327872169376
10.512000000000	46.594582482196
10.516000000000	45.871975414146
10.520000000000	45.159830493109
10.524000000000	44.457931863162
10.528000000000	43.766068233771
10.532000000000	43.084032824597
10.536000000000	42.411623306474
10.540000000000	41.748641739063
10.544000000000	41.094894505665
10.548000000000	40.450192245605
10.552000000000	39.814349784605
10.556000000000	39.187186063485
10.560000000000	38.568524065519
10.564000000000	37.958190742762
10.568000000000	37.356016941589
10.572000000000	36.761837327718
10.576000000000	36.175490310917
10.580000000000	35.596817969599
10.584000000000	35.025665975491
10.588000000000	34.461883518529
10.592000000000	33.905323232126
10.596000000000	33.355841118937
10.600000000000	32.813296477244
10.604000000000	32.277551828048
10.608000000000	31.748472842966
10.612000000000	31.225928273012
10.616000000000	30.709789878317
10.620000000000	30.199932358861
10.624000000000	29.696233286260
10.628000000000	29.198573036641
10.632000000000	28.706834724668
10.636000000000	28.220904138708
10.640000000000	27.740669677200
10.644000000000	27.266022286214
10.648000000000	26.796855398237
10.652000000000	26.333064872173
10.656000000000	25.874548934585
10.660000000000	25.421208122158
10.664000000000	24.972945225406
10.668000000000	24.529665233596
10.672000000000	24.091275280896
10.676000000000	23.657684593740
10.680000000000	23.228804439388
10.684000000000	22.804548075684
10.688000000000	22.384830701977
10.692000000000	21.969569411223
10.696000000000	21.558683143209
10.700000000000	21.152092638926
10.704000000000	20.749720396039
10.708000000000	20.351490625451
10.712000000000	19.957329208945
10.716000000000	19.567163657870
10.720000000000	19.180923072868
10.724000000000	18.798538104606
10.728000000000	18.419940915507
10.732000000000	18.045065142446
10.736000000000	17.673845860402
10.740000000000	17.306219547036
10.744000000000	16.942124048179
10.748000000000	16.581498544207
10.752000000000	16.224283517293
10.756000000000	15.870420719491
10.760000000000	15.519853141662
10.764000000000	15.172524983203
10.768000000000	14.828381622557
10.772000000000	14.487369588507
10.776000000000	14.149436532203
10.780000000000	13.814531199931
10.784000000000	13.482603406591
10.788000000000	13.153604009868
10.792000000000	12.827484885082
10.796000000000	12.504198900691
10.800000000000	12.183699894445
10.804000000000	11.865942650157
10.808000000000	11.550882875085
10.812000000000	11.238477177908
10.816000000000	10.928683047276
10.820000000000	10.621458830924
10.824000000000	10.316763715331
10.828000000000	10.014557705905
10.832000000000	9.7148016077013
10.836000000000	9.4174570066233
10.840000000000	9.1224862511290
10.844000000000	8.8298524344069
10.848000000000	8.5395193770162
10.852000000000	8.2514516099788
10.856000000000	7.9656143583096
10.860000000000	7.6819735249725
10.864000000000	7.4004956752527
10.868000000000	7.1211480215317
10.872000000000	6.8438984084543
10.876000000000	6.5687152984792
10.880000000000	6.2955677577987
10.884000000000	6.0244254426208
10.888000000000	5.7552585858027
10.892000000000	5.4880379838245
10.896000000000	5.2227349840963
10.900000000000	4.9593214725883
10.904000000000	4.6977698617742
10.908000000000	4.4380530788810
10.912000000000	4.1801445544359
10.916000000000	3.9240182111017
10.920000000000	3.6696484527948
10.924000000000	3.4170101540743
10.928000000000	3.1660786497993
10.932000000000	2.9168297250443
10.936000000000	2.6692396052654
10.940000000000	2.4232849467122
10.944000000000	2.1789428270777
10.948000000000	1.9361907363799
10.952000000000	1.6950065680686
10.956000000000	1.4553686103513
10.960000000000	1.2172555377331
10.964000000000	0.98064640276351
10.968000000000	0.74552062798559
10.972000000000	0.51185799808131
10.976000000000	0.27963865220854
10.980000000000	0.048843076523690
10.984000000000	-0.18054790311387
10.988000000000	-0.40855312826222
10.992000000000	-0.63519111484488
10.996000000000	-0.86048005993170
11.000000000000	-1.0844378483583
11.004000000000	-1.3070820591864
11.008000000000	-1.5284299720100
11.012000000000	-1.7484985731129
11.016000000000	-1.9673045614782
11.020000000000	-2.1848643546582
11.024000000000	-2.4011940945040
11.028000000000	-2.6163096527605
11.032000000000	-2.8302266365319
11.036000000000	-3.0429603936170
11.040000000000	-3.2545260177225
11.044000000000	-3.4649383535527
11.048000000000	-3.6742120017832
11.052000000000	-3.8823613239186
11.056000000000	-4.0894004470382
11.060000000000	-4.2953432684327
11.064000000000	-4.5002034601350
11.068000000000	-4.7039944733469
11.072000000000	-4.9067295427650
11.076000000000	-5.1084216908082
11.080000000000	-5.3090837317496
11.084000000000	-5.5087282757550
11.088000000000	-5.7073677328304
11.092000000000	-5.9050143166800
11.096000000000	-6.1016800484790
11.100000000000	-6.2973767605614
11.104000000000	-6.4921161000255
11.108000000000	-6.6859095322598
11.112000000000	-6.8787683443900
11.116000000000	-7.0707036486512
11.120000000000	-7.2617263856841
11.124000000000	-7.4518473277602
11.128000000000	-7.6410770819357
11.132000000000	-7.8294260931368
11.136000000000	-8.0169046471774
11.140000000000	-8.2035228737123
11.144000000000	-8.3892907491245
11.148000000000	-8.5742180993528
11.152000000000	-8.7583146026565
11.156000000000	-8.9415897923212
11.160000000000	-9.1240530593076
11.164000000000	-9.3057136548424
11.168000000000	-9.4865806929554
11.172000000000	-9.6666631529620
11.176000000000	-9.8459698818928
11.180000000000	-10.024509596873
11.184000000000	-10.202290887453
11.188000000000	-10.379322217882
11.192000000000	-10.555611929351
11.196000000000	-10.731168242168
11.200000000000	-10.905999257905
11.204000000000	-11.080112961491
11.208000000000	-11.253517223265
11.212000000000	-11.426219800989
11.216000000000	-11.598228341812
11.220000000000	-11.769550384203
11.224000000000	-11.940193359840
11.228000000000	-12.110164595456
11.232000000000	-12.279471314659
11.236000000000	-12.448120639703
11.240000000000	-12.616119593231
11.244000000000	-12.783475099979
11.248000000000	-12.950193988450
11.252000000000	-13.116282992548
11.256000000000	-13.281748753186
11.260000000000	-13.446597819855
11.264000000000	-13.610836652173
11.268000000000	-13.774471621388
11.272000000000	-13.937509011865
11.276000000000	-14.099955022534
11.280000000000	-14.261815768319
11.284000000000	-14.423097281529
11.288000000000	-14.583805513228
11.292000000000	-14.743946334578
11.296000000000	-14.903525538154
11.300000000000	-15.062548839234
11.304000000000	-15.221021877064
11.308000000000	-15.378950216102
11.312000000000	-15.536339347230
11.316000000000	-15.693194688954
11.320000000000	-15.849521588571
11.324000000000	-16.005325323316
11.328000000000	-16.160611101497
11.332000000000	-16.315384063591
11.336000000000	-16.469649283336
11.340000000000	-16.623411768792
11.344000000000	-16.776676463385
11.348000000000	-16.929448246933
11.352000000000	-17.081731936651
11.356000000000	-17.233532288141
11.360000000000	-17.384853996353
11.364000000000	-17.535701696545
11.368000000000	-17.686079965208
11.372000000000	-17.835993320988
11.376000000000	-17.985446225580
11.380000000000	-18.134443084615
11.384000000000	-18.282988248522
11.388000000000	-18.431086013384
11.392000000000	-18.578740621767
11.396000000000	-18.725956263546
11.400000000000	-18.872737076705
11.404000000000	-19.019087148132
11.408000000000	-19.165010514392
11.412000000000	-19.310511162491
11.416000000000	-19.455593030628
11.420000000000	-19.600260008923
11.424000000000	-19.744515940146
11.428000000000	-19.888364620427
11.432000000000	-20.031809799947
11.436000000000	-20.174855183627
11.440000000000	-20.317504431803
11.444000000000	-20.459761160880
11.448000000000	-20.601628943989
11.452000000000	-20.743111311620
11.456000000000	-20.884211752249
11.460000000000	-21.024933712957
11.464000000000	-21.165280600033
11.468000000000	-21.305255779569
11.472000000000	-21.444862578046
11.476000000000	-21.584104282906
11.480000000000	-21.722984143121
11.484000000000	-21.861505369741
11.488000000000	-21.999671136448
11.492000000000	-22.137484580086
11.496000000000	-22.274948801191
11.500000000000	-22.412066864507
11.504000000000	-22.548841799501
11.508000000000	-22.685276600855
11.512000000000	-22.821374228967
11.516000000000	-22.957137610431
11.520000000000	-23.092569638512
11.524000000000	-23.227673173620
11.528000000000	-23.362451043763
